backend,category,frozen_at_this_iter,iter,model,op,skipped,speedup_vs_torch,stop_score,tok_cached_input,tok_fresh_input,tok_output,tok_reasoning,tokens_this_iter,verify_clean
cutile,Point-wise,False,8,gpt-5.5,dequantize_rowwise,False,,0.0,0,17341,11284,10486,39111,False
triton,Point-wise,False,9,gpt-5.5,dequantize_rowwise,True,,0.0,0,18278,10948,10032,39258,False
cutile,Point-wise,False,9,gpt-5.5,dequantize_rowwise,False,12.23415694349119,0.7338070496503485,0,18278,10948,10032,39258,True
triton,Data Layout,False,0,claude-opus-4-7,destindex,False,2.7357078440800673,0.5795353071784702,0,53934,18761,0,72695,True
cutile,Data Layout,False,0,claude-opus-4-7,destindex,False,,0.0,0,53934,18761,0,72695,False
triton,Data Layout,True,1,claude-opus-4-7,destindex,False,4.247477848550733,0.8646235666460149,0,59638,4570,0,64208,True
cutile,Data Layout,False,1,claude-opus-4-7,destindex,False,1.5750346933055002,0.32127398920163397,0,59638,4570,0,64208,True
triton,Data Layout,False,2,claude-opus-4-7,destindex,True,,0.0,0,28137,7283,0,35420,False
cutile,Data Layout,False,2,claude-opus-4-7,destindex,False,0.9660513491832461,0.19907352221732832,0,28137,7283,0,35420,True
triton,Data Layout,False,3,claude-opus-4-7,destindex,True,,0.0,0,29945,3294,0,33239,False
cutile,Data Layout,False,3,claude-opus-4-7,destindex,False,2.6314839947014703,0.5262323675628235,0,29945,3294,0,33239,True
triton,Data Layout,False,4,claude-opus-4-7,destindex,True,,0.0,0,28704,7959,0,36663,False
cutile,Data Layout,False,4,claude-opus-4-7,destindex,False,2.7316560136923673,0.5857716248260165,0,28704,7959,0,36663,True
triton,Data Layout,False,5,claude-opus-4-7,destindex,True,,0.0,0,28775,7307,0,36082,False
cutile,Data Layout,False,5,claude-opus-4-7,destindex,False,2.744330693151789,0.5872031054007658,0,28775,7307,0,36082,True
triton,Data Layout,False,6,claude-opus-4-7,destindex,True,,0.0,0,28866,6180,0,35046,False
cutile,Data Layout,False,6,claude-opus-4-7,destindex,False,3.322585774988671,0.6619825163135395,0,28866,6180,0,35046,True
triton,Data Layout,False,7,claude-opus-4-7,destindex,True,,0.0,0,29062,8310,0,37372,False
cutile,Data Layout,False,7,claude-opus-4-7,destindex,False,2.160927839352515,0.4539697663477701,0,29062,8310,0,37372,True
triton,Data Layout,False,8,claude-opus-4-7,destindex,True,,0.0,0,31595,12261,0,43856,False
cutile,Data Layout,False,8,claude-opus-4-7,destindex,False,3.2489946243435073,0.6487673841033006,0,31595,12261,0,43856,True
triton,Data Layout,False,9,claude-opus-4-7,destindex,True,,0.0,0,31286,30233,0,61519,False
cutile,Data Layout,False,9,claude-opus-4-7,destindex,False,3.13887968689149,0.6384087141014496,0,31286,30233,0,61519,True
triton,Data Layout,False,0,gpt-5.5,destindex,False,3.549983958467013,0.7180153157645132,0,33567,18282,16762,68611,True
cutile,Data Layout,False,0,gpt-5.5,destindex,False,,0.0,0,33567,18282,16762,68611,False
triton,Data Layout,False,1,gpt-5.5,destindex,False,,0.0,0,36848,19562,17223,73633,False
cutile,Data Layout,False,1,gpt-5.5,destindex,False,2.090470076091511,0.4162176782543865,0,36848,19562,17223,73633,True
triton,Data Layout,False,2,gpt-5.5,destindex,False,,0.0,0,39179,17052,15005,71236,False
cutile,Data Layout,False,2,gpt-5.5,destindex,False,,0.0,0,39179,17052,15005,71236,False
triton,Data Layout,True,3,gpt-5.5,destindex,False,4.4793085354880136,0.8795616232511684,0,40349,12284,10358,62991,True
cutile,Data Layout,False,3,gpt-5.5,destindex,False,2.176574833240106,0.45801269910862125,0,40349,12284,10358,62991,True
triton,Data Layout,False,4,gpt-5.5,destindex,True,,0.0,0,18381,20038,18204,56623,False
cutile,Data Layout,False,4,gpt-5.5,destindex,False,,0.0,0,18381,20038,18204,56623,False
triton,Data Layout,False,5,gpt-5.5,destindex,True,,0.0,0,20541,16185,15020,51746,False
cutile,Data Layout,True,5,gpt-5.5,destindex,False,4.574479312966961,0.9078331552337111,0,20541,16185,15020,51746,True
triton,Point-wise,True,0,claude-opus-4-7,dropout,False,4.695459771265158,0.8876487517166192,0,53361,1387,0,54748,True
cutile,Point-wise,False,0,claude-opus-4-7,dropout,False,,0.0,0,53361,1387,0,54748,False
triton,Point-wise,False,1,claude-opus-4-7,dropout,True,,0.0,0,26619,761,0,27380,False
cutile,Point-wise,False,1,claude-opus-4-7,dropout,False,2.67741641383572,0.6441694132628011,0,26619,761,0,27380,True
triton,Point-wise,False,2,claude-opus-4-7,dropout,True,,0.0,0,26172,1573,0,27745,False
cutile,Point-wise,False,2,claude-opus-4-7,dropout,False,,0.0,0,26172,1573,0,27745,False
triton,Point-wise,False,3,claude-opus-4-7,dropout,True,,0.0,0,27429,824,0,28253,False
cutile,Point-wise,False,3,claude-opus-4-7,dropout,False,1.6426609277396915,0.5112621238685285,0,27429,824,0,28253,True
triton,Point-wise,False,4,claude-opus-4-7,dropout,True,,0.0,0,26994,2495,0,29489,False
cutile,Point-wise,False,4,claude-opus-4-7,dropout,False,,0.0,0,26994,2495,0,29489,False
triton,Point-wise,False,5,claude-opus-4-7,dropout,True,,0.0,0,27510,875,0,28385,False
cutile,Point-wise,False,5,claude-opus-4-7,dropout,False,3.492930349506362,0.7420750560604049,0,27510,875,0,28385,True
triton,Point-wise,False,6,claude-opus-4-7,dropout,True,,0.0,0,26358,2353,0,28711,False
cutile,Point-wise,False,6,claude-opus-4-7,dropout,False,,0.0,0,26358,2353,0,28711,False
triton,Point-wise,False,7,claude-opus-4-7,dropout,True,,0.0,0,27612,1710,0,29322,False
cutile,Point-wise,False,7,claude-opus-4-7,dropout,False,,0.9537689221271685,0,27612,1710,0,29322,False
triton,Point-wise,False,8,claude-opus-4-7,dropout,True,,0.0,0,28065,857,0,28922,False
cutile,Point-wise,True,8,claude-opus-4-7,dropout,False,4.814054622949476,0.9046265866304104,0,28065,857,0,28922,True
triton,Point-wise,True,0,gpt-5.5,dropout,False,4.8902586521283515,0.9097183805495203,0,33204,6956,6189,46349,True
cutile,Point-wise,False,0,gpt-5.5,dropout,False,,0.0,0,33204,6956,6189,46349,False
triton,Point-wise,False,1,gpt-5.5,dropout,True,,0.0,0,16765,2434,2070,21269,False
cutile,Point-wise,False,1,gpt-5.5,dropout,False,,0.9499642386866218,0,16765,2434,2070,21269,False
triton,Point-wise,False,2,gpt-5.5,dropout,True,,0.0,0,17059,910,516,18485,False
cutile,Point-wise,False,2,gpt-5.5,dropout,False,,0.0,0,17059,910,516,18485,False
triton,Point-wise,False,3,gpt-5.5,dropout,True,,0.0,0,16884,2449,2070,21403,False
cutile,Point-wise,True,3,gpt-5.5,dropout,False,4.103260206423573,0.8154545314875437,0,16884,2449,2070,21403,True
triton,Matrix Mult./Attn,False,0,claude-opus-4-7,flash_attention,False,0.45255660370321843,0.3952428697349235,0,53865,23912,0,77777,True
cutile,Matrix Mult./Attn,False,0,claude-opus-4-7,flash_attention,False,,0.0,0,53865,23912,0,77777,False
triton,Matrix Mult./Attn,False,1,claude-opus-4-7,flash_attention,False,0.5734219303656218,0.49210322508211196,0,58714,7483,0,66197,True
cutile,Matrix Mult./Attn,False,1,claude-opus-4-7,flash_attention,False,,0.0,0,58714,7483,0,66197,False
triton,Matrix Mult./Attn,False,2,claude-opus-4-7,flash_attention,False,,0.0,0,59858,22032,0,81890,False
cutile,Matrix Mult./Attn,False,2,claude-opus-4-7,flash_attention,False,,0.0,0,59858,22032,0,81890,False
triton,Matrix Mult./Attn,False,3,claude-opus-4-7,flash_attention,False,0.7050387168267075,0.5954121595433165,0,63198,9826,0,73024,True
cutile,Matrix Mult./Attn,False,3,claude-opus-4-7,flash_attention,False,0.48413213731345356,0.415221096137902,0,63198,9826,0,73024,True
triton,Matrix Mult./Attn,False,4,claude-opus-4-7,flash_attention,False,,0.0,0,59628,14258,0,73886,False
cutile,Matrix Mult./Attn,False,4,claude-opus-4-7,flash_attention,False,0.47012474660296316,0.3873801280464689,0,59628,14258,0,73886,True
triton,Matrix Mult./Attn,False,5,claude-opus-4-7,flash_attention,False,0.6962859256503989,0.5815876251746549,0,64940,12980,0,77920,True
cutile,Matrix Mult./Attn,False,5,claude-opus-4-7,flash_attention,False,0.4951334594587932,0.41529183681620285,0,64940,12980,0,77920,True
triton,Matrix Mult./Attn,False,6,claude-opus-4-7,flash_attention,False,,0.0,0,63408,13187,0,76595,False
cutile,Matrix Mult./Attn,False,6,claude-opus-4-7,flash_attention,False,0.48687762296694626,0.4057699856570942,0,63408,13187,0,76595,True
triton,Matrix Mult./Attn,False,7,claude-opus-4-7,flash_attention,False,,0.0,0,65752,6504,0,72256,False
cutile,Matrix Mult./Attn,False,7,claude-opus-4-7,flash_attention,False,0.18791932034096906,0.1619100981083746,0,65752,6504,0,72256,True
triton,Matrix Mult./Attn,False,8,claude-opus-4-7,flash_attention,False,0.7077934494679503,0.5954127254086727,0,65754,6860,0,72614,True
cutile,Matrix Mult./Attn,False,8,claude-opus-4-7,flash_attention,False,0.5055377984028526,0.414132102937306,0,65754,6860,0,72614,True
triton,Matrix Mult./Attn,False,9,claude-opus-4-7,flash_attention,False,,0.0,0,61682,8805,0,70487,False
cutile,Matrix Mult./Attn,False,9,claude-opus-4-7,flash_attention,False,0.4930126173836856,0.4155874430466631,0,61682,8805,0,70487,True
triton,Matrix Mult./Attn,False,0,gpt-5.5,flash_attention,False,,0.0,0,33566,15201,12627,61394,False
cutile,Matrix Mult./Attn,False,0,gpt-5.5,flash_attention,False,,0.0,0,33566,15201,12627,61394,False
triton,Matrix Mult./Attn,False,1,gpt-5.5,flash_attention,False,0.46421457191165266,0.39195199934440794,0,36991,7656,5069,49716,True
cutile,Matrix Mult./Attn,False,1,gpt-5.5,flash_attention,False,0.4068103843076091,0.33504630865146173,0,36991,7656,5069,49716,True
triton,Matrix Mult./Attn,False,2,gpt-5.5,flash_attention,False,,0.0,0,36824,14472,10717,62013,False
cutile,Matrix Mult./Attn,False,2,gpt-5.5,flash_attention,False,,0.0,0,36824,14472,10717,62013,False
triton,Matrix Mult./Attn,False,3,gpt-5.5,flash_attention,False,0.3822384758007942,0.32245676005964724,0,41054,14062,10314,65430,True
cutile,Matrix Mult./Attn,False,3,gpt-5.5,flash_attention,False,0.5236782181056511,0.4456861960611837,0,41054,14062,10314,65430,True
triton,Matrix Mult./Attn,False,4,gpt-5.5,flash_attention,False,0.49093039636850166,0.4192462301835808,0,39660,14114,10343,64117,True
cutile,Matrix Mult./Attn,False,4,gpt-5.5,flash_attention,False,,0.0,0,39660,14114,10343,64117,False
triton,Matrix Mult./Attn,False,5,gpt-5.5,flash_attention,False,0.5877741108166071,0.48839288896857674,0,40174,18679,14010,72863,True
cutile,Matrix Mult./Attn,False,5,gpt-5.5,flash_attention,False,0.5177848348758344,0.44559382109513923,0,40174,18679,14010,72863,True
triton,Matrix Mult./Attn,False,6,gpt-5.5,flash_attention,False,,0.0,0,41105,12571,7719,61395,False
cutile,Matrix Mult./Attn,False,6,gpt-5.5,flash_attention,False,0.5097308150655618,0.4417785441523855,0,41105,12571,7719,61395,True
triton,Matrix Mult./Attn,False,7,gpt-5.5,flash_attention,False,0.5826574897607663,0.4882881260387548,0,44030,11881,6732,62643,True
cutile,Matrix Mult./Attn,False,7,gpt-5.5,flash_attention,False,0.539610302504084,0.45704581535784555,0,44030,11881,6732,62643,True
triton,Matrix Mult./Attn,False,8,gpt-5.5,flash_attention,False,0.33680785034588756,0.28478729123596197,0,42380,13830,8408,64618,True
cutile,Matrix Mult./Attn,False,8,gpt-5.5,flash_attention,False,0.568079345390964,0.4670052011142279,0,42380,13830,8408,64618,True
triton,Matrix Mult./Attn,False,9,gpt-5.5,flash_attention,False,,0.0,0,42781,14084,8574,65439,False
cutile,Matrix Mult./Attn,False,9,gpt-5.5,flash_attention,False,,0.0,0,42781,14084,8574,65439,False
triton,Matrix Mult./Attn,False,0,claude-opus-4-7,flash_decode,False,2.5211190646623716,0.019129972856855262,0,55313,19351,0,74664,True
cutile,Matrix Mult./Attn,False,0,claude-opus-4-7,flash_decode,False,,0.0,0,55313,19351,0,74664,False
triton,Matrix Mult./Attn,False,1,claude-opus-4-7,flash_decode,False,7.535858737440868,0.05729231248344296,0,59670,14114,0,73784,True
cutile,Matrix Mult./Attn,False,1,claude-opus-4-7,flash_decode,False,10.808539394870222,0.08209053012141547,0,59670,14114,0,73784,True
triton,Matrix Mult./Attn,False,2,claude-opus-4-7,flash_decode,False,4.626749052345582,0.03513386193522224,0,59800,28932,0,88732,True
cutile,Matrix Mult./Attn,False,2,claude-opus-4-7,flash_decode,False,5.199931058255774,0.03948082742063348,0,59800,28932,0,88732,True
triton,Matrix Mult./Attn,False,3,claude-opus-4-7,flash_decode,False,7.650201883277395,0.058117531763510526,0,65526,19480,0,85006,True
cutile,Matrix Mult./Attn,False,3,claude-opus-4-7,flash_decode,False,10.938401960173593,0.08323856002313214,0,65526,19480,0,85006,True
triton,Matrix Mult./Attn,False,4,claude-opus-4-7,flash_decode,False,8.935922428845078,0.0679541932185252,0,60121,9212,0,69333,True
cutile,Matrix Mult./Attn,False,4,claude-opus-4-7,flash_decode,False,10.193674477859705,0.07737879419669574,0,60121,9212,0,69333,True
triton,Matrix Mult./Attn,False,5,claude-opus-4-7,flash_decode,False,9.41232937817825,0.07152619880728023,0,61892,45210,0,107102,True
cutile,Matrix Mult./Attn,False,5,claude-opus-4-7,flash_decode,False,8.250603675363772,0.06285571080271607,0,61892,45210,0,107102,True
triton,Matrix Mult./Attn,False,6,claude-opus-4-7,flash_decode,False,6.877070130141095,0.05227402410027933,0,64782,16057,0,80839,True
cutile,Matrix Mult./Attn,False,6,claude-opus-4-7,flash_decode,False,7.226074011059123,0.05500316697292875,0,64782,16057,0,80839,True
triton,Matrix Mult./Attn,False,7,claude-opus-4-7,flash_decode,False,9.413009131564149,0.07156514495628846,0,67666,10002,0,77668,True
cutile,Matrix Mult./Attn,False,7,claude-opus-4-7,flash_decode,False,11.49945930594545,0.08757464990669522,0,67666,10002,0,77668,True
triton,Matrix Mult./Attn,False,8,claude-opus-4-7,flash_decode,False,9.462526191371625,0.07179007167309624,0,62079,18825,0,80904,True
cutile,Matrix Mult./Attn,False,8,claude-opus-4-7,flash_decode,False,10.58729728372747,0.08050782371148306,0,62079,18825,0,80904,True
triton,Matrix Mult./Attn,False,9,claude-opus-4-7,flash_decode,False,9.576870440023564,0.07266390197406118,0,62731,15681,0,78412,True
cutile,Matrix Mult./Attn,False,9,claude-opus-4-7,flash_decode,False,13.291224929721283,0.10106737459261085,0,62731,15681,0,78412,True
triton,Matrix Mult./Attn,False,0,gpt-5.5,flash_decode,False,,0.0,0,34387,19864,16263,70514,False
cutile,Matrix Mult./Attn,False,0,gpt-5.5,flash_decode,False,,0.0,0,34387,19864,16263,70514,False
triton,Matrix Mult./Attn,False,1,gpt-5.5,flash_decode,False,,0.0,0,38862,9880,6214,54956,False
cutile,Matrix Mult./Attn,False,1,gpt-5.5,flash_decode,False,,0.0,0,38862,9880,6214,54956,False
triton,Matrix Mult./Attn,False,2,gpt-5.5,flash_decode,False,3.0930481504300804,0.02759596052796484,0,38941,12451,8917,60309,True
cutile,Matrix Mult./Attn,False,2,gpt-5.5,flash_decode,False,,0.0,0,38941,12451,8917,60309,False
triton,Matrix Mult./Attn,False,3,gpt-5.5,flash_decode,False,,0.0,0,38721,16121,13550,68392,False
cutile,Matrix Mult./Attn,False,3,gpt-5.5,flash_decode,False,2.2186490505830445,0.01974021929243825,0,38721,16121,13550,68392,True
triton,Matrix Mult./Attn,False,4,gpt-5.5,flash_decode,False,1.4329637016098826,0.012832599124004893,0,39896,18026,14641,72563,True
cutile,Matrix Mult./Attn,False,4,gpt-5.5,flash_decode,False,,0.0,0,39896,18026,14641,72563,False
triton,Matrix Mult./Attn,False,5,gpt-5.5,flash_decode,False,2.715851675781333,0.02418389290536546,0,42332,12611,8804,63747,True
cutile,Matrix Mult./Attn,False,5,gpt-5.5,flash_decode,False,4.861293057363018,0.04329291493721571,0,42332,12611,8804,63747,True
triton,Matrix Mult./Attn,False,6,gpt-5.5,flash_decode,False,,0.0,0,41089,13244,9833,64166,False
cutile,Matrix Mult./Attn,False,6,gpt-5.5,flash_decode,False,,0.0,0,41089,13244,9833,64166,False
triton,Matrix Mult./Attn,False,7,gpt-5.5,flash_decode,False,0.4556676533653565,0.0040882325979282085,0,42874,16333,13630,72837,True
cutile,Matrix Mult./Attn,False,7,gpt-5.5,flash_decode,False,6.112295910407467,0.05438345186509595,0,42874,16333,13630,72837,True
triton,Matrix Mult./Attn,False,8,gpt-5.5,flash_decode,False,,0.0,0,40175,12255,8795,61225,False
cutile,Matrix Mult./Attn,False,8,gpt-5.5,flash_decode,False,,0.0,0,40175,12255,8795,61225,False
triton,Matrix Mult./Attn,False,9,gpt-5.5,flash_decode,False,,0.0,0,42824,15091,11555,69470,False
cutile,Matrix Mult./Attn,False,9,gpt-5.5,flash_decode,False,4.920118440532982,0.04396211890282416,0,42824,15091,11555,69470,True
triton,Point-wise,True,0,claude-opus-4-7,fused_activation,False,1.9559466745281013,0.9696622020062053,0,53553,1443,0,54996,True
cutile,Point-wise,False,0,claude-opus-4-7,fused_activation,False,,0.0,0,53553,1443,0,54996,False
triton,Point-wise,False,1,claude-opus-4-7,fused_activation,True,,0.0,0,26236,1035,0,27271,False
cutile,Point-wise,True,1,claude-opus-4-7,fused_activation,False,1.833780236879556,0.9093647423331636,0,26236,1035,0,27271,True
triton,Point-wise,True,0,gpt-5.5,fused_activation,False,1.9824481196590964,0.9774339736811605,0,33292,5524,4660,43476,True
cutile,Point-wise,False,0,gpt-5.5,fused_activation,False,,0.0,0,33292,5524,4660,43476,False
triton,Point-wise,False,1,gpt-5.5,fused_activation,True,,0.0,0,16554,4082,3624,24260,False
cutile,Point-wise,True,1,gpt-5.5,fused_activation,False,1.98785068574836,0.9791041792834148,0,16554,4082,3624,24260,True
triton,Stencil/Conv,False,0,claude-opus-4-7,gaussian_blur,False,9.403355515629954,0.05548235883894898,0,54399,13364,0,67763,True
cutile,Stencil/Conv,False,0,claude-opus-4-7,gaussian_blur,False,,0.0,0,54399,13364,0,67763,False
triton,Stencil/Conv,False,1,claude-opus-4-7,gaussian_blur,False,8.51855224491239,0.05381308256224562,0,58001,14299,0,72300,True
cutile,Stencil/Conv,False,1,claude-opus-4-7,gaussian_blur,False,9.013146469835293,0.05902683184993654,0,58001,14299,0,72300,True
triton,Stencil/Conv,False,2,claude-opus-4-7,gaussian_blur,False,5.306634576418594,0.03799455071791047,0,58924,22285,0,81209,True
cutile,Stencil/Conv,False,2,claude-opus-4-7,gaussian_blur,False,8.334095435850006,0.05613574299091241,0,58924,22285,0,81209,True
triton,Stencil/Conv,False,3,claude-opus-4-7,gaussian_blur,False,8.168753291457792,0.053137342387939684,0,60162,10779,0,70941,True
cutile,Stencil/Conv,False,3,claude-opus-4-7,gaussian_blur,False,7.818866663714778,0.05473290760568163,0,60162,10779,0,70941,True
triton,Stencil/Conv,False,4,claude-opus-4-7,gaussian_blur,False,8.722569787009567,0.052842518166811854,0,60244,10740,0,70984,True
cutile,Stencil/Conv,False,4,claude-opus-4-7,gaussian_blur,False,7.836632655442931,0.04984024404340155,0,60244,10740,0,70984,True
triton,Stencil/Conv,False,5,claude-opus-4-7,gaussian_blur,False,5.255960483371949,0.04122413540645163,0,60295,24432,0,84727,True
cutile,Stencil/Conv,False,5,claude-opus-4-7,gaussian_blur,False,,0.0,0,60295,24432,0,84727,False
triton,Stencil/Conv,False,6,claude-opus-4-7,gaussian_blur,False,,0.0,0,60768,37303,0,98071,False
cutile,Stencil/Conv,False,6,claude-opus-4-7,gaussian_blur,False,,0.0,0,60768,37303,0,98071,False
triton,Stencil/Conv,False,7,claude-opus-4-7,gaussian_blur,False,8.850383090567602,0.05298783061051272,0,62293,3651,0,65944,True
cutile,Stencil/Conv,False,7,claude-opus-4-7,gaussian_blur,False,5.679219806437167,0.03734062404540825,0,62293,3651,0,65944,True
triton,Stencil/Conv,False,8,claude-opus-4-7,gaussian_blur,False,,0.0,0,60503,18416,0,78919,False
cutile,Stencil/Conv,False,8,claude-opus-4-7,gaussian_blur,False,,0.0,0,60503,18416,0,78919,False
triton,Stencil/Conv,False,9,claude-opus-4-7,gaussian_blur,False,9.440378098032635,0.05567430848111207,0,62098,6270,0,68368,True
cutile,Stencil/Conv,False,9,claude-opus-4-7,gaussian_blur,False,9.014021845019375,0.05903235484492063,0,62098,6270,0,68368,True
triton,Stencil/Conv,False,0,gpt-5.5,gaussian_blur,False,11.356331180792909,0.0764237240646494,0,33919,9804,7768,51491,True
cutile,Stencil/Conv,False,0,gpt-5.5,gaussian_blur,False,,0.0,0,33919,9804,7768,51491,False
triton,Stencil/Conv,False,1,gpt-5.5,gaussian_blur,False,10.362217999750115,0.07047609204232003,0,36971,12574,10377,59922,True
cutile,Stencil/Conv,False,1,gpt-5.5,gaussian_blur,False,10.86807692429251,0.06675136722141242,0,36971,12574,10377,59922,True
triton,Stencil/Conv,False,2,gpt-5.5,gaussian_blur,False,22.04278032917967,0.1692453895974676,0,38575,22400,17610,78585,True
cutile,Stencil/Conv,False,2,gpt-5.5,gaussian_blur,False,,0.0,0,38575,22400,17610,78585,False
triton,Stencil/Conv,False,3,gpt-5.5,gaussian_blur,False,,0.0,0,40680,18307,13375,72362,False
cutile,Stencil/Conv,False,3,gpt-5.5,gaussian_blur,False,5.149541488468087,0.03213986648414201,0,40680,18307,13375,72362,True
triton,Stencil/Conv,False,4,gpt-5.5,gaussian_blur,False,23.135423205293264,0.18077165690442198,0,43250,21254,15050,79554,True
cutile,Stencil/Conv,False,4,gpt-5.5,gaussian_blur,False,6.477133684336653,0.03930928573449249,0,43250,21254,15050,79554,True
triton,Stencil/Conv,False,5,gpt-5.5,gaussian_blur,False,,0.0,0,42154,20036,14289,76479,False
cutile,Stencil/Conv,False,5,gpt-5.5,gaussian_blur,False,,0.0,0,42154,20036,14289,76479,False
triton,Stencil/Conv,False,6,gpt-5.5,gaussian_blur,False,,0.0,0,45717,15158,9777,70652,False
cutile,Stencil/Conv,False,6,gpt-5.5,gaussian_blur,False,5.379221021941967,0.03234813634011123,0,45717,15158,9777,70652,True
triton,Stencil/Conv,False,7,gpt-5.5,gaussian_blur,False,,0.0,0,45709,19808,14195,79712,False
cutile,Stencil/Conv,False,7,gpt-5.5,gaussian_blur,False,9.876078223073183,0.06248746194503919,0,45709,19808,14195,79712,True
triton,Stencil/Conv,False,8,gpt-5.5,gaussian_blur,False,,0.0,45824,203,15308,10346,71681,False
cutile,Stencil/Conv,False,8,gpt-5.5,gaussian_blur,False,,0.0,45824,203,15308,10346,71681,False
triton,Stencil/Conv,False,9,gpt-5.5,gaussian_blur,False,17.949960799704,0.11361216152765313,0,44962,18054,13348,76364,True
cutile,Stencil/Conv,False,9,gpt-5.5,gaussian_blur,False,,0.0,0,44962,18054,13348,76364,False
triton,Reduction/Norm,False,0,claude-opus-4-7,histogramming,False,0.13091620790398067,0.008579310122633153,0,53789,6777,0,60566,True
cutile,Reduction/Norm,False,0,claude-opus-4-7,histogramming,False,,0.0,0,53789,6777,0,60566,False
triton,Reduction/Norm,False,1,claude-opus-4-7,histogramming,False,0.1276516891881674,0.008360719626068398,0,56182,13316,0,69498,True
cutile,Reduction/Norm,False,1,claude-opus-4-7,histogramming,False,2.076877780696556,0.13641751706974797,0,56182,13316,0,69498,True
triton,Reduction/Norm,False,2,claude-opus-4-7,histogramming,False,0.14400659516004352,0.009445459416654456,0,57057,23921,0,80978,True
cutile,Reduction/Norm,False,2,claude-opus-4-7,histogramming,False,4.510900017888984,0.2961164179407021,0,57057,23921,0,80978,True
triton,Reduction/Norm,False,3,claude-opus-4-7,histogramming,False,6.575901668336351,0.4308617102884128,0,57337,11132,0,68469,True
cutile,Reduction/Norm,False,3,claude-opus-4-7,histogramming,False,3.442031568375256,0.22598000241159644,0,57337,11132,0,68469,True
triton,Reduction/Norm,False,4,claude-opus-4-7,histogramming,False,0.14408347100033017,0.009439830040554254,0,58638,9352,0,67990,True
cutile,Reduction/Norm,False,4,claude-opus-4-7,histogramming,False,4.503480651181657,0.2957532139610028,0,58638,9352,0,67990,True
triton,Reduction/Norm,False,5,claude-opus-4-7,histogramming,False,0.17227878810219327,0.011292789882316984,0,59671,21823,0,81494,True
cutile,Reduction/Norm,False,5,claude-opus-4-7,histogramming,False,3.4203763294544327,0.2245638358038938,0,59671,21823,0,81494,True
triton,Reduction/Norm,False,6,claude-opus-4-7,histogramming,False,3.6254507047594013,0.23764415906655603,0,60351,11571,0,71922,True
cutile,Reduction/Norm,False,6,claude-opus-4-7,histogramming,False,3.446680032302121,0.22597969141835797,0,60351,11571,0,71922,True
triton,Reduction/Norm,False,7,claude-opus-4-7,histogramming,False,0.16114574827230133,0.01055728966903801,0,60341,10093,0,70434,True
cutile,Reduction/Norm,False,7,claude-opus-4-7,histogramming,False,4.510162278381407,0.2960849156374546,0,60341,10093,0,70434,True
triton,Reduction/Norm,False,8,claude-opus-4-7,histogramming,False,0.025684243072350014,0.001685334003119727,0,60637,18657,0,79294,True
cutile,Reduction/Norm,False,8,claude-opus-4-7,histogramming,False,4.578252649192524,0.30048543077762413,0,60637,18657,0,79294,True
triton,Reduction/Norm,False,9,claude-opus-4-7,histogramming,False,0.08498465246170153,0.005566745355713567,0,59754,12474,0,72228,True
cutile,Reduction/Norm,False,9,claude-opus-4-7,histogramming,False,4.260855354528893,0.27982262492371446,0,59754,12474,0,72228,True
triton,Reduction/Norm,False,0,gpt-5.5,histogramming,False,,0.0,0,33486,18390,16321,68197,False
cutile,Reduction/Norm,False,0,gpt-5.5,histogramming,False,,0.0,0,33486,18390,16321,68197,False
triton,Reduction/Norm,False,1,gpt-5.5,histogramming,False,,0.0,0,36388,10188,8286,54862,False
cutile,Reduction/Norm,False,1,gpt-5.5,histogramming,False,5.753543252849389,0.3770234852556392,0,36388,10188,8286,54862,True
triton,Reduction/Norm,False,2,gpt-5.5,histogramming,False,,0.0,0,36250,13416,11456,61122,False
cutile,Reduction/Norm,False,2,gpt-5.5,histogramming,False,5.6842117915358505,0.37239365968946614,0,36250,13416,11456,61122,True
triton,Reduction/Norm,False,3,gpt-5.5,histogramming,False,,0.0,0,37203,12106,10145,59454,False
cutile,Reduction/Norm,False,3,gpt-5.5,histogramming,False,6.701423745715977,0.4392516415992451,0,37203,12106,10145,59454,True
triton,Reduction/Norm,False,4,gpt-5.5,histogramming,False,,0.0,0,36440,14039,11912,62391,False
cutile,Reduction/Norm,False,4,gpt-5.5,histogramming,False,6.746355005430004,0.4420615401730361,0,36440,14039,11912,62391,True
triton,Reduction/Norm,False,5,gpt-5.5,histogramming,False,,0.0,0,36676,8941,7250,52867,False
cutile,Reduction/Norm,False,5,gpt-5.5,histogramming,False,6.801669860759954,0.4453625415589934,0,36676,8941,7250,52867,True
triton,Reduction/Norm,False,6,gpt-5.5,histogramming,False,,0.0,0,36304,20459,18047,74810,False
cutile,Reduction/Norm,False,6,gpt-5.5,histogramming,False,2.429490797276198,0.15906910134587773,0,36304,20459,18047,74810,True
triton,Reduction/Norm,False,7,gpt-5.5,histogramming,False,,0.0,0,38019,15379,13643,67041,False
cutile,Reduction/Norm,False,7,gpt-5.5,histogramming,False,6.793518689786591,0.44535287839246585,0,38019,15379,13643,67041,True
triton,Reduction/Norm,False,8,gpt-5.5,histogramming,False,,0.0,0,37409,12584,10729,60722,False
cutile,Reduction/Norm,False,8,gpt-5.5,histogramming,False,6.681575232485985,0.43769256348812957,0,37409,12584,10729,60722,True
triton,Reduction/Norm,False,9,gpt-5.5,histogramming,False,7.020040473127728,0.45998906536533124,0,37626,11617,9391,58634,True
