operator,mode,dtype,params,baseline_present,descriptor_present,baseline_torch_ms,descriptor_torch_ms,baseline_triton_ms,descriptor_triton_ms,baseline_cutile_ms,descriptor_cutile_ms,baseline_speedup_triton,descriptor_speedup_triton,baseline_speedup_cutile,descriptor_speedup_cutile,torch_ms_delta_pct,triton_ms_delta_pct,cutile_ms_delta_pct,descriptor_vs_baseline_speedup
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=2048,1,0,1.1619,,0.0531,,0.0337,,21.86,,34.45,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=20480,1,0,11.1599,,0.5716,,0.2509,,19.52,,44.49,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=3072,1,0,1.7166,,0.0752,,0.0442,,22.84,,38.87,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=4096,1,0,2.2716,,0.0948,,0.0544,,23.96,,41.72,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=5120,1,0,2.8277,,0.1173,,0.0645,,24.11,,43.82,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=6144,1,0,3.3829,,0.1386,,0.0754,,24.4,,44.89,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=7168,1,0,3.9387,,0.1623,,0.0856,,24.27,,46,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=8192,1,0,4.4936,,0.1862,,0.0976,,24.14,,46.03,,,,,
matmul_fp32_fp16_fp8,default,fp8_e5m2,K=9216,1,0,5.0484,,0.2163,,0.11,,23.34,,45.89,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=1024,1,0,0.0265,,0.0393,,0.033,,0.67,,0.8,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=10240,1,0,0.2438,,0.2863,,0.2348,,0.85,,1.04,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=11264,1,0,0.2697,,0.3202,,0.258,,0.84,,1.05,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=12288,1,0,0.2751,,0.3338,,0.2827,,0.82,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=13312,1,0,0.2964,,0.3587,,0.307,,0.83,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=14336,1,0,0.3201,,0.3851,,0.3313,,0.83,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=15360,1,0,0.3446,,0.4162,,0.354,,0.83,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=16384,1,0,0.3672,,0.45,,0.3764,,0.82,,0.98,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=17408,1,0,0.3902,,0.4785,,0.4014,,0.82,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=18432,1,0,0.4135,,0.516,,0.4348,,0.8,,0.95,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=19456,1,0,0.4313,,0.5479,,0.4508,,0.79,,0.96,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=2048,1,0,0.0466,,0.0654,,0.0531,,0.71,,0.88,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=20480,1,0,0.4615,,0.5665,,0.4758,,0.81,,0.97,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=3072,1,0,0.0673,,0.0898,,0.0725,,0.75,,0.93,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=4096,1,0,0.0903,,0.115,,0.094,,0.79,,0.96,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=5120,1,0,0.1151,,0.1429,,0.1179,,0.81,,0.98,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=6144,1,0,0.1408,,0.1709,,0.1412,,0.82,,1,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=7168,1,0,0.1681,,0.1954,,0.1642,,0.86,,1.02,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=8192,1,0,0.1931,,0.223,,0.1875,,0.87,,1.03,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,K=9216,1,0,0.2177,,0.2627,,0.2107,,0.83,,1.03,,,,,
matmul_fp32_fp16_fp8,autotune,fp16,n=687194767360,0,1,,0.4614,,0.5257,,0.4749,,0.88,,0.97,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=1024,1,0,0.5613,,0.3558,,0.0624,,1.58,,8.99,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=10240,1,0,5.3518,,3.0273,,0.4371,,1.77,,12.24,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=11264,1,0,5.8838,,3.3231,,0.4858,,1.77,,12.11,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=12288,1,0,6.4162,,3.6213,,0.5301,,1.77,,12.1,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=13312,1,0,6.9491,,3.9152,,0.5791,,1.77,,12,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=14336,1,0,7.4826,,4.212,,0.6302,,1.78,,11.87,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=15360,1,0,8.0147,,4.5086,,0.684,,1.78,,11.72,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=16384,1,0,8.5467,,4.8135,,0.7008,,1.78,,12.2,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=17408,1,0,9.0804,,5.1029,,0.7476,,1.78,,12.15,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=18432,1,0,9.6175,,5.3986,,0.8377,,1.78,,11.48,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=19456,1,0,10.1595,,5.6945,,0.8774,,1.78,,11.58,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=2048,1,0,1.0934,,0.6501,,0.1031,,1.68,,10.6,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=20480,1,0,10.6926,,5.9893,,0.9228,,1.79,,11.59,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=3072,1,0,1.6252,,0.9481,,0.1439,,1.71,,11.29,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=4096,1,0,2.1573,,1.2437,,0.1833,,1.73,,11.77,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=5120,1,0,2.6896,,1.5418,,0.2244,,1.74,,11.98,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=6144,1,0,3.222,,1.8398,,0.2669,,1.75,,12.07,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=7168,1,0,3.7545,,2.1367,,0.3095,,1.76,,12.13,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=8192,1,0,4.2868,,2.4301,,0.3554,,1.76,,12.06,,,,,
matmul_fp32_fp16_fp8,autotune,fp32,K=9216,1,0,4.8192,,2.7305,,0.3949,,1.76,,12.2,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=1024,1,0,0.6058,,0.0232,,0.0188,,26.16,,32.21,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=10240,1,0,5.6095,,0.1352,,0.1065,,41.48,,52.67,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=11264,1,0,6.1655,,0.1476,,0.116,,41.78,,53.14,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=12288,1,0,6.7222,,0.1601,,0.1255,,41.99,,53.58,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=13312,1,0,7.2773,,0.1714,,0.1349,,42.46,,53.94,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=14336,1,0,7.8339,,0.1871,,0.1446,,41.87,,54.19,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=15360,1,0,8.3897,,0.1975,,0.1543,,42.48,,54.38,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=16384,1,0,8.945,,0.2084,,0.1655,,42.92,,54.05,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=17408,1,0,9.5017,,0.2215,,0.1756,,42.89,,54.12,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=18432,1,0,10.0586,,0.2352,,0.1863,,42.77,,53.99,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=19456,1,0,10.6146,,0.2455,,0.1969,,43.24,,53.92,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=2048,1,0,1.1637,,0.0361,,0.0293,,32.2,,39.65,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=20480,1,0,11.1715,,0.2566,,0.2044,,43.53,,54.65,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=3072,1,0,1.7181,,0.0484,,0.0391,,35.49,,43.89,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=4096,1,0,2.2736,,0.0613,,0.049,,37.09,,46.44,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=5120,1,0,2.8304,,0.0744,,0.0585,,38.04,,48.34,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=6144,1,0,3.386,,0.0866,,0.0682,,39.11,,49.61,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=7168,1,0,3.9421,,0.0987,,0.0779,,39.95,,50.59,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=8192,1,0,4.4977,,0.1124,,0.0878,,40,,51.21,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e4m3fn,K=9216,1,0,5.0533,,0.1231,,0.097,,41.04,,52.08,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=1024,1,0,0.6044,,0.0232,,0.0188,,26.02,,32.1,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=10240,1,0,5.6041,,0.1388,,0.1124,,40.37,,49.87,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=11264,1,0,6.1591,,0.1514,,0.1252,,40.68,,49.19,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=12288,1,0,6.7146,,0.1669,,0.1367,,40.24,,49.11,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=13312,1,0,7.2704,,0.1846,,0.1484,,39.38,,49.01,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=14336,1,0,7.8257,,0.196,,0.1618,,39.93,,48.36,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=15360,1,0,8.3997,,0.2056,,0.173,,40.86,,48.54,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=16384,1,0,8.9365,,0.2243,,0.1822,,39.85,,49.04,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=17408,1,0,9.4929,,0.2326,,0.1939,,40.81,,48.95,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=18432,1,0,10.0485,,0.2539,,0.2055,,39.58,,48.89,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=19456,1,0,10.604,,0.2656,,0.2169,,39.92,,48.88,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=2048,1,0,1.1623,,0.0364,,0.0296,,31.95,,39.23,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=20480,1,0,11.161,,0.2749,,0.2278,,40.6,,48.99,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=3072,1,0,1.7167,,0.0497,,0.0403,,34.56,,42.59,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=4096,1,0,2.2721,,0.0627,,0.0498,,36.22,,45.63,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=5120,1,0,2.8272,,0.077,,0.0596,,36.73,,47.45,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=6144,1,0,3.3824,,0.0873,,0.0697,,38.75,,48.53,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=7168,1,0,3.9376,,0.1003,,0.0798,,39.24,,49.33,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=8192,1,0,4.4929,,0.1127,,0.0909,,39.88,,49.41,,,,,
matmul_fp32_fp16_fp8,autotune,fp8_e5m2,K=9216,1,0,5.0483,,0.1302,,0.1011,,38.78,,49.95,,,,,
matmul_int8,default,int8,K=1024,1,1,0.2251,0.2249,0.0343,0.0363,0.0572,0.0572,6.57,6.19,3.93,3.93,-0.09,5.83,0.00,0.944904
matmul_int8,default,int8,K=10240,1,1,1.7413,1.7384,0.2869,0.2823,0.4927,0.4923,6.07,6.16,3.53,3.53,-0.17,-1.60,-0.08,1.01629
matmul_int8,default,int8,K=11264,1,1,1.9114,1.9073,0.3149,0.3095,0.5408,0.54,6.07,6.16,3.53,3.53,-0.21,-1.71,-0.15,1.01745
matmul_int8,default,int8,K=12288,1,1,2.0791,2.0749,0.342,0.3368,0.5892,0.5888,6.08,6.16,3.53,3.52,-0.20,-1.52,-0.07,1.01544
matmul_int8,default,int8,K=13312,1,1,2.2474,2.2428,0.3697,0.3643,0.6377,0.6361,6.08,6.16,3.52,3.53,-0.20,-1.46,-0.25,1.01482
matmul_int8,default,int8,K=14336,1,1,2.416,2.411,0.3978,0.3918,0.6859,0.6849,6.07,6.15,3.52,3.52,-0.21,-1.51,-0.15,1.01531
matmul_int8,default,int8,K=15360,1,1,2.5845,2.5788,0.4263,0.4191,0.7343,0.7329,6.06,6.15,3.52,3.52,-0.22,-1.69,-0.19,1.01718
matmul_int8,default,int8,K=16384,1,1,2.7542,2.7487,0.453,0.4472,0.7827,0.781,6.08,6.15,3.52,3.52,-0.20,-1.28,-0.22,1.01297
matmul_int8,default,int8,K=17408,1,1,2.9227,2.9181,0.4813,0.4744,0.8309,0.8297,6.07,6.15,3.52,3.52,-0.16,-1.43,-0.14,1.01454
matmul_int8,default,int8,K=18432,1,1,3.0908,3.0851,0.5094,0.5019,0.8788,0.877,6.07,6.15,3.52,3.52,-0.18,-1.47,-0.20,1.01494
matmul_int8,default,int8,K=19456,1,1,3.2628,3.2557,0.5365,0.5299,0.9257,0.926,6.08,6.14,3.52,3.52,-0.22,-1.23,0.03,1.01246
matmul_int8,default,int8,K=2048,1,1,0.3912,0.3906,0.0626,0.0634,0.1057,0.1056,6.25,6.17,3.7,3.7,-0.15,1.28,-0.09,0.987382
matmul_int8,default,int8,K=20480,1,1,3.4305,3.4246,0.5643,0.5572,0.9747,0.9732,6.08,6.15,3.52,3.52,-0.17,-1.26,-0.15,1.01274
matmul_int8,default,int8,K=3072,1,1,0.5583,0.5568,0.0906,0.0908,0.154,0.1539,6.16,6.13,3.63,3.62,-0.27,0.22,-0.06,0.997797
matmul_int8,default,int8,K=4096,1,1,0.7272,0.7251,0.1184,0.1178,0.2024,0.2022,6.14,6.16,3.59,3.59,-0.29,-0.51,-0.10,1.00509
matmul_int8,default,int8,K=5120,1,1,0.9002,0.8984,0.1461,0.1451,0.2507,0.2506,6.16,6.19,3.59,3.59,-0.20,-0.68,-0.04,1.00689
matmul_int8,default,int8,K=6144,1,1,1.0674,1.0654,0.1738,0.1724,0.299,0.299,6.14,6.18,3.57,3.56,-0.19,-0.81,0.00,1.00812
matmul_int8,default,int8,K=7168,1,1,1.2369,1.2338,0.2019,0.2007,0.3476,0.3474,6.12,6.15,3.56,3.55,-0.25,-0.59,-0.06,1.00598
matmul_int8,default,int8,K=8192,1,1,1.4058,1.4027,0.2296,0.228,0.3957,0.3957,6.12,6.15,3.55,3.54,-0.22,-0.70,0.00,1.00702
matmul_int8,default,int8,K=9216,1,1,1.5742,1.5706,0.2588,0.2549,0.4443,0.4442,6.08,6.16,3.54,3.54,-0.23,-1.51,-0.02,1.0153
matmul_int8,autotune,int8,K=1024,1,1,0.2252,0.2249,0.0288,0.0296,0.0236,0.0237,7.82,7.6,9.55,9.5,-0.13,2.78,0.42,0.972973
matmul_int8,autotune,int8,K=10240,1,1,1.7422,1.739,0.2319,0.2171,0.1723,0.1721,7.51,8.01,10.11,10.1,-0.18,-6.38,-0.12,1.06817
matmul_int8,autotune,int8,K=11264,1,1,1.9105,1.9069,0.2543,0.2378,0.1886,0.1884,7.51,8.02,10.13,10.12,-0.19,-6.49,-0.11,1.06939
matmul_int8,autotune,int8,K=12288,1,1,2.0797,2.0752,0.278,0.2588,0.2048,0.2045,7.48,8.02,10.16,10.15,-0.22,-6.91,-0.15,1.07419
matmul_int8,autotune,int8,K=13312,1,1,2.2477,2.2419,0.3006,0.2796,0.2211,0.2208,7.48,8.02,10.17,10.15,-0.26,-6.99,-0.14,1.07511
matmul_int8,autotune,int8,K=14336,1,1,2.416,2.41,0.3231,0.3002,0.2373,0.2372,7.48,8.03,10.18,10.16,-0.25,-7.09,-0.04,1.07628
matmul_int8,autotune,int8,K=15360,1,1,2.5856,2.5805,0.3462,0.3214,0.2534,0.2532,7.47,8.03,10.2,10.19,-0.20,-7.16,-0.08,1.07716
matmul_int8,autotune,int8,K=16384,1,1,2.7531,2.7487,0.3678,0.3423,0.2698,0.2698,7.48,8.03,10.2,10.19,-0.16,-6.93,0.00,1.0745
matmul_int8,autotune,int8,K=17408,1,1,2.9235,2.9171,0.3917,0.3629,0.2861,0.2858,7.46,8.04,10.22,10.21,-0.22,-7.35,-0.10,1.07936
matmul_int8,autotune,int8,K=18432,1,1,3.0923,3.0869,0.4141,0.3836,0.3024,0.3021,7.47,8.05,10.23,10.22,-0.17,-7.37,-0.10,1.07951
matmul_int8,autotune,int8,K=19456,1,1,3.2635,3.2564,0.4368,0.4051,0.3183,0.3182,7.47,8.04,10.25,10.24,-0.22,-7.26,-0.03,1.07825
matmul_int8,autotune,int8,K=2048,1,1,0.3903,0.3889,0.0511,0.0508,0.0408,0.0407,7.65,7.65,9.57,9.55,-0.36,-0.59,-0.25,1.00591
matmul_int8,autotune,int8,K=20480,1,1,3.4331,3.4266,0.4602,0.4257,0.3348,0.3344,7.46,8.05,10.25,10.25,-0.19,-7.50,-0.12,1.08104
matmul_int8,autotune,int8,K=3072,1,1,0.5581,0.5556,0.0737,0.0715,0.0578,0.0578,7.57,7.77,9.65,9.62,-0.45,-2.99,0.00,1.03077
matmul_int8,autotune,int8,K=4096,1,1,0.7271,0.7245,0.096,0.0927,0.0748,0.0747,7.57,7.82,9.72,9.7,-0.36,-3.44,-0.13,1.0356
matmul_int8,autotune,int8,K=5120,1,1,0.9008,0.8974,0.119,0.1127,0.0911,0.091,7.57,7.96,9.89,9.87,-0.38,-5.29,-0.11,1.0559
matmul_int8,autotune,int8,K=6144,1,1,1.0692,1.0659,0.1416,0.1337,0.1074,0.1072,7.55,7.97,9.95,9.95,-0.31,-5.58,-0.19,1.05909
matmul_int8,autotune,int8,K=7168,1,1,1.2366,1.2337,0.1646,0.1544,0.1236,0.1234,7.51,7.99,10.01,9.99,-0.23,-6.20,-0.16,1.06606
matmul_int8,autotune,int8,K=8192,1,1,1.4045,1.402,0.1861,0.1754,0.1399,0.1398,7.55,7.99,10.04,10.03,-0.18,-5.75,-0.07,1.061
matmul_int8,autotune,int8,K=9216,1,1,1.5745,1.5704,0.2091,0.1961,0.1561,0.1558,7.53,8.01,10.09,10.08,-0.26,-6.22,-0.19,1.06629
matrix_copy,default,bf16,N=1024,1,1,0.0024,0.0022,0.0022,0.0073,0.0021,0.0022,1.07,0.3,1.14,1,-8.33,231.82,4.76,0.30137
matrix_copy,default,bf16,N=1280,1,1,0.0027,0.0027,0.0026,0.0095,0.0027,0.0027,1.02,0.28,0.99,1.01,0.00,265.38,0.00,0.273684
matrix_copy,default,bf16,N=1536,1,1,0.0029,0.003,0.0029,0.0127,0.0029,0.003,1.03,0.24,1,1,3.45,337.93,3.45,0.228346
matrix_copy,default,bf16,N=1792,1,1,0.0037,0.0037,0.0036,0.0152,0.0037,0.0037,1.03,0.25,1.01,1,0.00,322.22,0.00,0.236842
matrix_copy,default,bf16,N=2048,1,1,0.0042,0.0041,0.0041,0.018,0.0042,0.0041,1.03,0.23,1.01,1,-2.38,339.02,-2.38,0.227778
matrix_copy,default,bf16,N=2304,1,1,0.0051,0.0049,0.005,0.0218,0.0051,0.0048,1.03,0.22,1.01,1,-3.92,336.00,-5.88,0.229358
matrix_copy,default,bf16,N=256,1,1,0.0015,0.0015,0.0014,0.0037,0.0014,0.0014,1.06,0.4,1.04,1.03,0.00,164.29,0.00,0.378378
matrix_copy,default,bf16,N=2560,1,1,0.0058,0.0058,0.0057,0.0255,0.0058,0.0058,1.02,0.23,1,1,0.00,347.37,0.00,0.223529
matrix_copy,default,bf16,N=2816,1,1,0.0069,0.0069,0.0068,0.0299,0.0068,0.0068,1.01,0.23,1,1.01,0.00,339.71,0.00,0.227425
matrix_copy,default,bf16,N=3072,1,1,0.0083,0.0083,0.0082,0.0347,0.0082,0.0082,1.02,0.24,1.01,1,0.00,323.17,0.00,0.236311
matrix_copy,default,bf16,N=3328,1,1,0.0095,0.0095,0.0094,0.0397,0.0095,0.0095,1.01,0.24,1,1,0.00,322.34,0.00,0.236776
matrix_copy,default,bf16,N=3584,1,1,0.0106,0.0107,0.0104,0.0451,0.0105,0.0106,1.02,0.24,1.01,1.01,0.94,333.65,0.95,0.230599
matrix_copy,default,bf16,N=3840,1,1,0.0119,0.012,0.0118,0.0508,0.0119,0.0119,1.01,0.24,1,1.01,0.84,330.51,0.00,0.232283
matrix_copy,default,bf16,N=4096,1,1,0.0132,0.0132,0.013,0.0572,0.0131,0.0131,1.01,0.23,1,1,0.00,340.00,0.00,0.227273
matrix_copy,default,bf16,N=4352,1,1,0.0145,0.0146,0.0143,0.0636,0.0145,0.0146,1.02,0.23,1,1,0.69,344.76,0.69,0.224843
matrix_copy,default,bf16,N=4608,1,1,0.0161,0.0161,0.0158,0.0706,0.016,0.016,1.01,0.23,1,1.01,0.00,346.84,0.00,0.223796
matrix_copy,default,bf16,N=4864,1,1,0.0177,0.0177,0.0174,0.0781,0.0176,0.0177,1.01,0.23,1,1,0.00,348.85,0.57,0.222791
matrix_copy,default,bf16,N=512,1,1,0.0016,0.0016,0.0016,0.0042,0.0016,0.0016,1.03,0.4,1.03,1.03,0.00,162.50,0.00,0.380952
matrix_copy,default,bf16,N=5120,1,1,0.0192,0.0191,0.0189,0.086,0.0192,0.0191,1.01,0.22,1,1,-0.52,355.03,-0.52,0.219767
matrix_copy,default,bf16,N=768,1,1,0.0021,0.0021,0.002,0.0055,0.0021,0.0021,1.03,0.38,1.02,1.01,0.00,175.00,0.00,0.363636
matrix_copy,default,fp16,N=1024,1,1,0.0023,0.0023,0.0023,0.0073,0.0023,0.0023,1.01,0.32,1,1,0.00,217.39,0.00,0.315068
matrix_copy,default,fp16,N=1280,1,1,0.0027,0.0026,0.0026,0.0095,0.0026,0.0026,1.03,0.27,1,1.01,-3.70,265.38,0.00,0.273684
matrix_copy,default,fp16,N=1536,1,1,0.003,0.003,0.0029,0.0127,0.0031,0.003,1.02,0.24,0.98,1.01,0.00,337.93,-3.23,0.228346
matrix_copy,default,fp16,N=1792,1,1,0.0039,0.0035,0.0038,0.0152,0.0039,0.0035,1.02,0.23,1.01,1,-10.26,300.00,-10.26,0.25
matrix_copy,default,fp16,N=2048,1,1,0.0045,0.0042,0.0044,0.0179,0.0044,0.0042,1.03,0.24,1.01,1,-6.67,306.82,-4.55,0.24581
matrix_copy,default,fp16,N=2304,1,1,0.005,0.0051,0.0049,0.0218,0.005,0.0051,1.02,0.23,1,1,2.00,344.90,2.00,0.224771
matrix_copy,default,fp16,N=256,1,1,0.0015,0.0015,0.0014,0.0037,0.0014,0.0014,1.05,0.4,1.01,1.04,0.00,164.29,0.00,0.378378
matrix_copy,default,fp16,N=2560,1,1,0.0058,0.0058,0.0057,0.0253,0.0059,0.0058,1.02,0.23,1,1,0.00,343.86,-1.69,0.225296
matrix_copy,default,fp16,N=2816,1,1,0.007,0.007,0.0069,0.0299,0.007,0.007,1.01,0.23,1,1,0.00,333.33,0.00,0.230769
matrix_copy,default,fp16,N=3072,1,1,0.0083,0.0082,0.0081,0.0347,0.0082,0.0082,1.02,0.24,1.01,1,-1.20,328.40,0.00,0.233429
matrix_copy,default,fp16,N=3328,1,1,0.0095,0.0095,0.0094,0.0397,0.0095,0.0095,1.01,0.24,1,1,0.00,322.34,0.00,0.236776
matrix_copy,default,fp16,N=3584,1,1,0.0106,0.0106,0.0105,0.0451,0.0106,0.0106,1.02,0.24,1,1,0.00,329.52,0.00,0.232816
matrix_copy,default,fp16,N=3840,1,1,0.0116,0.0117,0.0116,0.0508,0.0117,0.0118,1.01,0.23,0.99,1,0.86,337.93,0.85,0.228346
matrix_copy,default,fp16,N=4096,1,1,0.0132,0.0132,0.013,0.057,0.0131,0.0131,1.01,0.23,1,1.01,0.00,338.46,0.00,0.22807
matrix_copy,default,fp16,N=4352,1,1,0.0146,0.0145,0.0144,0.0636,0.0146,0.0145,1.01,0.23,1,1,-0.68,341.67,-0.68,0.226415
matrix_copy,default,fp16,N=4608,1,1,0.016,0.016,0.0158,0.0707,0.016,0.016,1.01,0.23,1,1,0.00,347.47,0.00,0.223479
matrix_copy,default,fp16,N=4864,1,1,0.0175,0.0175,0.0173,0.078,0.0175,0.0175,1.01,0.22,1,1,0.00,350.87,0.00,0.221795
matrix_copy,default,fp16,N=512,1,1,0.0017,0.0017,0.0016,0.0042,0.0017,0.0016,1.03,0.41,1.02,1.03,0.00,162.50,-5.88,0.380952
matrix_copy,default,fp16,N=5120,1,1,0.0192,0.0191,0.0189,0.086,0.0192,0.0191,1.01,0.22,1,1,-0.52,355.03,-0.52,0.219767
matrix_copy,default,fp16,N=768,1,1,0.0021,0.0021,0.0021,0.0056,0.0021,0.0021,1.01,0.38,1.01,1,0.00,166.67,0.00,0.375
matrix_copy,default,fp32,N=1024,1,1,0.0026,0.0027,0.0025,0.0077,0.0029,0.0028,1.02,0.34,0.91,0.95,3.85,208.00,-3.45,0.324675
matrix_copy,default,fp32,N=1280,1,1,0.0036,0.0034,0.0035,0.0102,0.0035,0.0034,1.02,0.33,1.01,1,-5.56,191.43,-2.86,0.343137
matrix_copy,default,fp32,N=1536,1,1,0.0042,0.0042,0.0042,0.0137,0.0043,0.0043,1.01,0.31,0.99,0.98,0.00,226.19,0.00,0.306569
matrix_copy,default,fp32,N=1792,1,1,0.0056,0.0053,0.0056,0.0162,0.0056,0.0054,1,0.33,1,0.99,-5.36,189.29,-3.57,0.345679
matrix_copy,default,fp32,N=2048,1,1,0.0071,0.0071,0.007,0.0201,0.007,0.0071,1.01,0.36,1,1,0.00,187.14,1.43,0.348259
matrix_copy,default,fp32,N=2304,1,1,0.0086,0.0086,0.0087,0.0239,0.0086,0.0086,1,0.36,1.01,1,0.00,174.71,0.00,0.364017
matrix_copy,default,fp32,N=256,1,1,0.0016,0.0015,0.0015,0.0039,0.0015,0.0015,1.04,0.39,1.02,0.99,-6.25,160.00,0.00,0.384615
matrix_copy,default,fp32,N=2560,1,1,0.0104,0.0102,0.0104,0.0285,0.0103,0.0102,1,0.36,1.01,1,-1.92,174.04,-0.97,0.364912
matrix_copy,default,fp32,N=2816,1,1,0.012,0.0122,0.012,0.0328,0.0121,0.0121,1,0.37,1,1,1.67,173.33,0.00,0.365854
matrix_copy,default,fp32,N=3072,1,1,0.0143,0.0143,0.014,0.0378,0.0139,0.014,1.02,0.38,1.02,1.03,0.00,170.00,0.72,0.37037
matrix_copy,default,fp32,N=3328,1,1,0.0158,0.0158,0.0158,0.0433,0.0157,0.0158,1,0.37,1,1,0.00,174.05,0.64,0.364896
