operator,backend,default_geomean_roofline_R,autotuned_geomean_roofline_R,autotune_gain,default_latency_geomean,autotuned_latency_geomean,default_in_search_space,final_configuration_selection_rule,winning_configuration,source_file
mean_reduction,triton,0.6255986249050827,0.6317502710381905,1.0098332155606018,0.01072693820855563,0.010622485023529986,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_M"": 1, ""BLOCK_N"": 1024, ""num_warps"": 8}; bf16: {""BLOCK_M"": 1, ""BLOCK_N"": 2048, ""num_warps"": 8}; fp32: {""BLOCK_M"": 1, ""BLOCK_N"": 512, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
moe_topk_gating,cutile,0.03215465436031151,0.03238755654699034,1.007243187380248,0.01358706362570374,0.013489357680385512,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""occupancy"": 8}; bf16: {""occupancy"": 32}; fp32: {""occupancy"": 16} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
moe_topk_gating,triton,0.0383456591777582,0.06348562876972752,1.655614484951959,0.011393397428136385,0.0068816729568943035,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""num_warps"": 1}; bf16: {""num_warps"": 1}; fp32: {""num_warps"": 1} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
mul2,cutile,0.6076175593869693,0.6428307931538767,1.0579529561364789,0.008765928350067655,0.008285744937166018,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 1024, ""occupancy"": 4}; bf16: {""tile"": 1024, ""occupancy"": 32}; fp32: {""tile"": 2048, ""occupancy"": 8}; int8: {""tile"": 2048, ""occupancy"": 16} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
mul2,triton,0.6250981943521496,0.6727402552592777,1.07621532318855,0.008520792473811817,0.00791736773322172,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 1024, ""num_warps"": 2}; bf16: {""BLOCK_SIZE"": 2048, ""num_warps"": 2}; fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 8}; int8: {""BLOCK_SIZE"": 2048, ""num_warps"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
quantize_global,cutile,0.7498726158943557,0.7642809720690842,1.0192144050460408,0.010654473593778111,0.010453613627347438,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""tile"": 1024, ""occupancy"": 8}})",core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""tile"": 4096, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
quantize_global,triton,0.7647394735965056,0.7683802389657214,1.0047607917400856,0.010447346136285835,0.01039784416566725,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""BLOCK_SIZE"": 4096, ""num_warps"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
radix_sort,cutile,0.2337622530693226,0.23389837158256144,1.0005822946667031,1.0430260905153124,1.0424190954355705,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"int32: {""occupancy"": 32} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
radix_sort,triton,0.4399062185074869,0.4384795700427446,0.9967569258975638,0.5542547903873221,0.5560581281020189,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","int32: {""num_warps"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
relu,cutile,0.58794498094559,0.621375518753076,1.056859976512972,0.009059235408835064,0.008571840745379835,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 2048, ""occupancy"": 8}; bf16: {""tile"": 2048, ""occupancy"": 4}; fp32: {""tile"": 2048, ""occupancy"": 4}; int8: {""tile"": 2048, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
relu,triton,0.6175112657364838,0.6585511023780768,1.066460061408995,0.00862548148571285,0.008087955468596695,"no (default values not an element of the autotune space: {""_DEFAULT_CONFIG"": {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 2}})","triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 1024, ""num_warps"": 2}; bf16: {""BLOCK_SIZE"": 1024, ""num_warps"": 2}; fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 4}; int8: {""BLOCK_SIZE"": 2048, ""num_warps"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
reverse_array,cutile,0.555647789082117,0.5673431923361704,1.0210482314225948,0.009141737120459167,0.008953286278868796,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 8192, ""occupancy"": 16}; bf16: {""tile"": 1024, ""occupancy"": 16}; fp32: {""tile"": 1024, ""occupancy"": 8}; int8: {""tile"": 8192, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
reverse_array,triton,0.5682699776731349,0.5722082872951338,1.0069303496167876,0.008938684461481085,0.008877162620913082,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 1}; bf16: {""BLOCK_SIZE"": 8192, ""num_warps"": 8, ""num_stages"": 2}; fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 2}; int8: {""BLOCK_SIZE"": 1024, ""num_warps"": 4, ""num_stages"": 1} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
rmsnorm,cutile,0.7150478977505449,0.8318595859006296,1.1633620468189059,0.013836475875452094,0.011804481154868391,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile_size"": 1024, ""occupancy"": 16}; bf16: {""tile_size"": 2048, ""occupancy"": 16}; fp32: {""tile_size"": 1024, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
rmsnorm,triton,0.8090805987597516,0.8859579901517898,1.095018211424034,0.012303955060156739,0.011001659414209204,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_N_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 2}; bf16: {""BLOCK_N_SIZE"": 2048, ""num_warps"": 4, ""num_stages"": 2}; fp32: {""BLOCK_N_SIZE"": 2048, ""num_warps"": 8, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
rope,cutile,0.9605760291960412,0.9497709989801266,0.988751509628074,0.03061358085388077,0.03145178255303191,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""group_size"": 16, ""occupancy"": 8}; fp32: {""group_size"": 16, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
rope,triton,0.9877020088942545,0.9898313884459287,1.002155892700935,0.02751628771459221,0.02753957269177581,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""ROPE_GROUP_SIZE"": 16, ""num_warps"": 4, ""num_stages"": 3}; fp32: {""ROPE_GROUP_SIZE"": 16, ""num_warps"": 4, ""num_stages"": 2} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
sigmoid,cutile,0.6304275666164807,0.6468730357544964,1.0260862151480445,0.025379114467039034,0.024732702930611594,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 4096, ""occupancy"": 16}; bf16: {""tile"": 4096, ""occupancy"": 16}; fp32: {""tile"": 2048, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
sigmoid,triton,0.796896257303887,0.8452401570438468,1.0606652362799647,0.02007278944280928,0.01892414208246304,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 4096, ""num_warps"": 8, ""num_stages"": 1}; bf16: {""BLOCK_SIZE"": 4096, ""num_warps"": 8, ""num_stages"": 1}; fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 8, ""num_stages"": 1} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
softmax,cutile,0.3404616658570899,0.35521148775316985,1.0433230033664675,0.02212457875031335,0.0212058764916756,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""block_size"": 2048, ""occupancy"": 8}; fp32: {""block_size"": 2048, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
softmax,triton,0.49893203037187556,0.5404926177823253,1.0832990966314047,0.015097388981227977,0.013936491803763516,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 2048, ""num_warps"": 4}; fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
streamk_matmul,cutile,0.15178189880322995,0.15183454609958774,1.0003468614951645,0.8727178665844806,0.8724152593232274,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tm"": 128, ""tn"": 128, ""tk"": 64, ""group_m"": 8, ""occupancy"": 16}; bf16: {""tm"": 128, ""tn"": 128, ""tk"": 64, ""group_m"": 8, ""occupancy"": 8}; fp32: {""tm"": 128, ""tn"": 128, ""tk"": 32, ""group_m"": 8, ""occupancy"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
streamk_matmul,triton,0.3023217397963475,0.3112749672698844,1.029614897954636,0.4381516691420439,0.4255490766620089,yes (manual: _DEFAULT_CONFIG 128x128x64/GROUP 8/nw8/ns3 is an element of _SEARCH_SPACE),"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_M"": 128, ""BLOCK_N"": 128, ""BLOCK_K"": 64, ""GROUP_M"": 8, ""num_warps"": 4, ""num_stages"": 3}; bf16: {""BLOCK_M"": 128, ""BLOCK_N"": 256, ""BLOCK_K"": 64, ""GROUP_M"": 8, ""num_warps"": 8, ""num_stages"": 3}; fp32: {""BLOCK_M"": 128, ""BLOCK_N"": 128, ""BLOCK_K"": 32, ""GROUP_M"": 8, ""num_warps"": 4, ""num_stages"": 3} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
swiglu,cutile,0.6949077859100988,0.7624036111773421,1.0971291826567264,0.05765347900177596,0.05252864086511074,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 8192, ""occupancy"": 8}; bf16: {""tile"": 8192, ""occupancy"": 8}; fp32: {""tile"": 1024, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
swiglu,triton,0.9309816684283613,0.9320873006771923,1.001187598302228,0.04291525187974727,0.04272467028524759,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4}; bf16: {""BLOCK_SIZE"": 1024, ""num_warps"": 4}; fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
top_k_selection,cutile,0.001807870658727257,0.001808322155706089,1.0002497396462804,0.022634211113013548,0.02262855986447715,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp32: {""block"": 2048, ""occupancy"": 4, ""K2"": 1024} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
top_k_selection,triton,0.0022195065710501082,0.002042530556872918,0.9202633520055511,0.018436406852039802,0.020033837935478933,yes (manual: _DEFAULT_CONFIG BLOCK 2048/nw8 is an element of _SEARCH_SPACE),"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp32: {""BLOCK_SIZE"": 2048, ""num_warps"": 8} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
vector_add,cutile,0.6933649848601632,0.7181929911427948,1.0358079897669463,0.011522788371488122,0.01112444438093272,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 1024, ""occupancy"": 16}; bf16: {""tile"": 2048, ""occupancy"": 16}; fp32: {""tile"": 512, ""occupancy"": 16}; int8: {""tile"": 2048, ""occupancy"": 32} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
vector_add,triton,0.7183197674071816,0.7246708295018126,1.0088415527217849,0.011122481027610168,0.011025002883359121,yes,"triton.autotune (or a module-level _tune_pipeline sweep for streamk_matmul/top_k_selection/multi-kernel ops) benchmarks every Config in the list with its own timing and keeps the fastest; the manual _DEFAULT_CONFIG is NOT automatically a candidate — it is only compared if it happens to be in the list. The autotune-mode CSV then re-times the winner with core/timer.py, so a reported autotuned value can be below the default-mode value (measurement noise or a tuner-side timing artefact) — it is not clamped to >= default.","fp16: {""BLOCK_SIZE"": 2048, ""num_warps"": 8}; bf16: {""BLOCK_SIZE"": 1024, ""num_warps"": 2}; fp32: {""BLOCK_SIZE"": 1024, ""num_warps"": 8}; int8: {""BLOCK_SIZE"": 2048, ""num_warps"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
weight_dequant,cutile,0.35702168489039227,0.3689010611763718,1.0332735427250774,0.039024420448857636,0.03776775348949472,yes,core/cutile_autotune.py::CutileAutotuner (ct.tune.exhaustive_search / ct_experimental.autotune_launch) times every SimpleNamespace in the search space and keeps the fastest; the manual default is only compared if it is a member of the space. Not clamped to >= default.,"fp16: {""tile"": 4096, ""occupancy"": 4}; bf16: {""tile"": 4096, ""occupancy"": 4}; fp32: {""tile"": 2048, ""occupancy"": 4} (sweep-max case per dtype, from tilebench_run/ncu_catalogue.json)","results/csv/<op>_{default,autotune}.csv (90 files) via scripts/analysis/bench_data.py::load_main_table; winners: results/logs/autotune_logs/<op>_autotune.json → tilebench_run/ncu_catalogue.json; membership: benchmarks/operators/<op>/impl_<backend>.py"
